"x","Control_0","Control_2_5","Control_5","Control_7_5","Control_10","Control_20","Control_30","Control_45","B55_0","B55_2_5","B55_5","B55_7_5","B55_10","B55_20","B55_30","B55_45","GWL_0","GWL_2_5","GWL_5","GWL_7_5","GWL_10","GWL_20","GWL_30","GWL_45","CM_Con_H_B55_L_","CM_Con_L_B55_H_","CM_Con_H_GWL_L_","CM_Con_L_GWL_H_","CM_B55_H_GWL_L_","CM_B55_L_GWL_H_"
"P_MS0009_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P_MS0009_02",1.0839,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P_MS0016_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P_MS0019_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P_MS0021_01",NA,1.0016,NA,0.87361,NA,0.78116,0.95546,0.98849,0.9503,NA,NA,1.0345,NA,NA,0.95302,NA,0.92339,NA,0.98619,1.0055,NA,NA,0.91773,NA,NA,NA,NA,NA,NA,NA
"N",5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
"Mean",1.0839,1.0016,NaN,0.87361,NaN,0.78116,0.95546,0.98849,0.9503,NaN,NaN,1.0345,NaN,NaN,0.95302,NaN,0.92339,NaN,0.98619,1.0055,NaN,NaN,0.91773,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"Min",1.0839,1.0016,NaN,0.87361,NaN,0.78116,0.95546,0.98849,0.9503,NaN,NaN,1.0345,NaN,NaN,0.95302,NaN,0.92339,NaN,0.98619,1.0055,NaN,NaN,0.91773,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"Q25",1.0839,1.0016,NaN,0.87361,NaN,0.78116,0.95546,0.98849,0.9503,NaN,NaN,1.0345,NaN,NaN,0.95302,NaN,0.92339,NaN,0.98619,1.0055,NaN,NaN,0.91773,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"Q50",1.0839,1.0016,NaN,0.87361,NaN,0.78116,0.95546,0.98849,0.9503,NaN,NaN,1.0345,NaN,NaN,0.95302,NaN,0.92339,NaN,0.98619,1.0055,NaN,NaN,0.91773,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"Q75",1.0839,1.0016,NaN,0.87361,NaN,0.78116,0.95546,0.98849,0.9503,NaN,NaN,1.0345,NaN,NaN,0.95302,NaN,0.92339,NaN,0.98619,1.0055,NaN,NaN,0.91773,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"Max",1.0839,1.0016,NaN,0.87361,NaN,0.78116,0.95546,0.98849,0.9503,NaN,NaN,1.0345,NaN,NaN,0.95302,NaN,0.92339,NaN,0.98619,1.0055,NaN,NaN,0.91773,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"NAs",4.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,4.0,5.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
"NA%",80.0,80.0,100.0,80.0,100.0,80.0,80.0,80.0,80.0,100.0,100.0,80.0,100.0,100.0,80.0,100.0,80.0,100.0,80.0,80.0,100.0,100.0,80.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
"unique",1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"error",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
