"x","Control_0","Control_2_5","Control_5","Control_7_5","Control_10","Control_20","Control_30","Control_45","B55_0","B55_2_5","B55_5","B55_7_5","B55_10","B55_20","B55_30","B55_45","GWL_0","GWL_2_5","GWL_5","GWL_7_5","GWL_10","GWL_20","GWL_30","GWL_45","CM_Con_H_B55_L_","CM_Con_L_B55_H_","CM_Con_H_GWL_L_","CM_Con_L_GWL_H_","CM_B55_H_GWL_L_","CM_B55_L_GWL_H_"
"P_MS0009_01",NA,NA,NA,NA,NA,NA,1.0087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P_MS0009_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P_MS0016_01",NA,NA,0.85344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0295,NA,NA
"P_MS0019_01",NA,1.0525,0.94974,NA,NA,NA,0.93478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P_MS0021_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"N",5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
"Mean",NaN,1.0525,0.90159,NaN,NaN,NaN,0.97174,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.0231,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.0295,NaN,NaN
"Min",NaN,1.0525,0.85344,NaN,NaN,NaN,0.93478,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.0231,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.0295,NaN,NaN
"Q25",NaN,1.0525,0.877515,NaN,NaN,NaN,0.95326,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.0231,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.0295,NaN,NaN
"Q50",NaN,1.0525,0.90159,NaN,NaN,NaN,0.97174,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.0231,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.0295,NaN,NaN
"Q75",NaN,1.0525,0.925665,NaN,NaN,NaN,0.9902199999999999,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.0231,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.0295,NaN,NaN
"Max",NaN,1.0525,0.94974,NaN,NaN,NaN,1.0087,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.0231,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.0295,NaN,NaN
"NAs",5.0,4.0,3.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0
"NA%",100.0,80.0,60.0,100.0,100.0,100.0,60.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,80.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,80.0,100.0,100.0
"unique",0.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"error",NaN,NaN,0.03404719151413228,NaN,NaN,NaN,0.026134666632654752,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
