"x","Control_0","Control_2_5","Control_5","Control_7_5","Control_10","Control_20","Control_30","Control_45","B55_0","B55_2_5","B55_5","B55_7_5","B55_10","B55_20","B55_30","B55_45","GWL_0","GWL_2_5","GWL_5","GWL_7_5","GWL_10","GWL_20","GWL_30","GWL_45","CM_Con_H_B55_L_","CM_Con_L_B55_H_","CM_Con_H_GWL_L_","CM_Con_L_GWL_H_","CM_B55_H_GWL_L_","CM_B55_L_GWL_H_"
"Mean",1.2142,1.1151,1.3699,0.95138,1.1584,1.0002,0.91129,0.92949,0.99561,1.3945,1.1652,0.94599,0.945,1.0134,1.0223,0.96809,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"Min",1.2142,1.1151,1.3699,0.95138,1.1584,1.0002,0.91129,0.92949,0.99561,1.3945,1.1652,0.94599,0.945,1.0134,1.0223,0.96809,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"Q25",1.2142,1.1151,1.3699,0.95138,1.1584,1.0002,0.91129,0.92949,0.99561,1.3945,1.1652,0.94599,0.945,1.0134,1.0223,0.96809,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"Q50",1.2142,1.1151,1.3699,0.95138,1.1584,1.0002,0.91129,0.92949,0.99561,1.3945,1.1652,0.94599,0.945,1.0134,1.0223,0.96809,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"Q75",1.2142,1.1151,1.3699,0.95138,1.1584,1.0002,0.91129,0.92949,0.99561,1.3945,1.1652,0.94599,0.945,1.0134,1.0223,0.96809,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"Max",1.2142,1.1151,1.3699,0.95138,1.1584,1.0002,0.91129,0.92949,0.99561,1.3945,1.1652,0.94599,0.945,1.0134,1.0223,0.96809,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"NAs",11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0
"NA%",91.67,91.67,91.67,91.67,91.67,91.67,91.67,91.67,91.67,91.67,91.67,91.67,91.67,91.67,91.67,91.67,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
"unique",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"error",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
